REVIEW_ID|ORDER_ID|TRUCK_ID|SOURCE|PRIMARY_CITY|REVIEW_DATE|TRUCK_BRAND_NAME|SENTIMENT|REVIEW
18169|42374648|124|1|London|2024-03-28|The Mac Shack|-0.8983786|"## A Disgracefully Unacceptable Order ExperienceI ordered the Buffalo Mac & Cheese from ""The Mac Shack"" in London. Sadly, what arrived was far from the mouthwatering delight promised by the menu description. The mac & cheese was dry and crumbly, lacking the creamy, gooey texture I'd hoped for. The chicken was sparse and unappetizingly overcooked, and the overall flavor was bland and uninspired.But what truly marred this experience was the complete lack of customer service. I attempted to reach out to customer support multiple times, but my messages went unanswered. This is completely unacceptable, and frankly, a slap in the face to paying customers. If I could give zero stars, I would."
18288|42903625|123|3|London|2024-04-21|Guac n' Roll|-0.36519358|Guac n' Roll truck in London fell short of delivering the anticipated quality. Three Taco Combo Plate was underwhelming; tacos were overly dry and devoid of taste. Veggie Taco Bowl disappointed with undercooked vegetables. Chicken Burrito was the sole decent option but unremarkable. Lean Burrito Bowl lacked flavor, and Fish Burrito was a catastrophe with overcooked and tough fish. The overall experience was less than satisfactory, and this truck is not recommended for those seeking authentic, flavorful tacos.
18489|43823584|130|5|London|2024-06-01|Not the Wurst Hot Dogs|-0.5686326|"The Not the Wurst Hot Dogs truck's offerings failed to impress. The bottled soda was warm, and the hot dogs were far from the proclaimed ""CHICAGO Dog"" standard. While the coney dog boasted a generous sprinkling of toppings, the bread was limp and the overall flavor fell short of expectations. The experience was further marred by the complete lack of customer service. Despite multiple attempts to reach out, email and phone calls went unanswered. While the food itself might be passable, the lack of responsiveness from the vendor is unacceptable."
18212|42604513|131|2|London|2024-04-07|Revenge of the Curds|-0.75909024|"The Kitchen Sink at the ""Revenge of the Curds"" truck in London was a culinary disaster. The poutine, a Canadian specialty, was limp and greasy, the curds were rubbery and undercooked, and the gravy was bland and watery. The truck's atmosphere was cramped and smoky, and the service was unfriendly. Overall, a highly disappointing and overpriced experience."
118718|446372817|70|4|New York City|2024-02-19|Not the Wurst Hot Dogs|-0.7107827|"Disappointment was the main course at ""Not the Wurst Hot Dogs"" in New York City. The Coney Dog, a classic, was far from satisfying. The bun was stale, the hot dog lacked flavor, and the toppings were scarcely there. To add insult to injury, attempts to reach out to Customer Support were met with radio silence. A hot dog stand should be about quick, delicious bites and friendly service, but this experience was a clear miss on both fronts."
118799|446753002|72|2|New York City|2024-03-07|Cheeky Greek|-0.63920367|The food at this establishment was far from satisfactory. The gyro plate was dry and flavorless, and the king combo was not much better. The ice tea was watery and sweet, and the Greek salad was sparse and wilted. Overall, I would not recommend this restaurant to anyone.
82885|372324425|345|1|Munich|2024-01-16|Better Off Bread|-0.68801796|"The Better Off Bread truck's ""Hot Ham & Cheese"" sandwich was a disappointment. The bread was stale, the meat was dry and flavorless, and the cheese was sparse. The ice tea was also subpar, lacking in flavor and sweetness. I attempted to contact customer support but was unable to reach anyone. This is unacceptable, and I will not be ordering from this truck again."
82868|372231636|340|3|Munich|2024-01-09|Not the Wurst Hot Dogs|-0.5121102|"The ""New York Dog"" from ""Not the Wurst Hot Dogs"" in Munich was a disappointing experience. The hot dog lacked the promised flavor, with the toppings being unbalanced and overpowering. The bun was soggy, and the hot dog itself was lukewarm at best. The overall quality did not meet expectations, making it a regrettable choice. I had hoped for a taste of New York in Munich, but unfortunately, this hot dog did not deliver."
118746|446488281|73|4|New York City|2024-02-24|Peking Truck|-0.6270703|Peking Truck's combo lo mein proved a letdown. Noodles arrived overcooked, verging on mushy, while vegetables were scarce. Sauce proved bland, lacking in depth of flavor. Attempts to contact customer support for resolution proved futile. Such standards are unacceptable. Regrettably, Peking Truck is not a dining establishment I could recommend.
92450|396453378|376|4|Stockholm|2024-04-17|Freezing Point|-0.41633222|Disappointment was the flavor of the day with the Ice Cream Sandwich from Freezing Point in Stockholm. The ice cream lacked the creaminess one would expect, and the cookies were hard, making it difficult to enjoy. The presentation was lackluster, and the portion size was smaller than anticipated. The ice cream also melted quickly, turning the sandwich into a messy ordeal. Overall, not a satisfying experience.
92475|396551732|387|5|Stockholm|2024-04-29|Cheeky Greek|-0.7870876|The King Combo and Greek Salad from Cheeky Greek in Stockholm were a major disappointment. The meat in the King Combo was dry and tough, and the lamb's flavor was completely absent. The Greek salad was nothing more than a pile of chopped vegetables with a bland dressing. The overall quality of the food was very poor, and I would not recommend this restaurant to anyone.
68039|341123864|287|5|Melbourne|2024-02-18|Smoky BBQ|-0.67480123|"The ""Smoky BBQ"" truck's ""Three Meat Plate"" and ""Pulled Pork Sandwich"" were a culinary disaster. The meat was tough as a boot and the sides were limp and uninspired. The pulled pork sandwich was a mess, with dry bread and scanty filling. The only saving grace was the sweet tea, which was refreshing. Overall, I would not recommend this truck to anyone."
67976|340893522|290|5|Melbourne|2024-02-07|Kitakata Ramen Bar|-0.41009438| Kitakata Ramen Bar's Creamy Chicken Ramen failed to impress.  Chicken was overcooked, becoming tough, and the broth lacked the promised creaminess, tasting like watered-down milk.  Spicy Miso Vegetable Ramen didn't fare better, with barely any spice and undercooked veggies.  Bottled water and soda were standard, but they couldn't redeem the meal.  For a Melbourne ramen bar, the experience fell short of expectations.
67886|340500718|298|3|Melbourne|2024-01-19|Peking Truck|-0.6340861|" ""Peking Truck"" - Melbourne's Chinese cuisine disappointment. The ""Chinese"" menu is a farce, with offerings of basic bottled water and soda. The wonton soup was lackluster, lacking in both flavor and quality. The combo fried rice and lo mein were equally disappointing, lacking the depth and authenticity of true Chinese cuisine. For a city like Melbourne, known for its diverse food scene, the Peking Truck falls short. Save your money and seek out a more authentic Chinese experience elsewhere."
59202|116707796|267|1|Seoul|2024-01-05|Cheeky Greek|-0.7204115|**** The King Combo from Cheeky Greek in Seoul was an utter disappointment. The falafel was dry and crumbly, the gyros were limp and flavorless, and the tzatziki sauce was far too sweet. The only saving grace was the pita bread, which was warm and fresh. Overall, I would not recommend this order to anyone. The food was bland and uninspired, and the price was exorbitant.
59263|117007512|259|2|Seoul|2024-01-19|The Mac Shack|-0.85993457|The Mac Shack's Buffalo Mac & Cheese was a culinary disaster. The mac and cheese was dry and powdery, not creamy as advertised. The chicken was tough and overcooked, and the cheese was bland. I contacted customer support multiple times but was unable to reach anyone. This is unacceptable. I would not recommend this restaurant to anyone.
22238|55032991|179|1|Nice|2024-05-26|Nani's Kitchen|-0.4732917|Disappointment was the main course of my meal from Nani's Kitchen. The Lean Chicken Tikka Masala lacked the rich, aromatic flavor I expected, while the Tandoori Mixed Grill was dry and overcooked. The Combination Curry was a bland letdown, far from the spicy, tangy delight I'd anticipated. To add to my frustration, my attempts to reach Customer Support for resolution were met with silence, leaving a bad taste that not even the Ice Tea could wash away. This Indian cuisine experience in Nice was anything but nice.
10083|25106620|96|1|Vancouver|2024-01-01|The Mega Melt|-0.82606304|Mega Melt's Miss Piggie sandwich proved to be a complete disappointment. The bread served was dry and easily crumbled, while the cheese was scarcely present. To make matters worse, the pig component was cold and far from appetizing. Despite multiple attempts to reach out to customer support, no response was received, reflecting a disconcerting level of indifference from the establishment. It's strongly advised to avoid investing time or money in Mega Melt.
10118|25245921|100|6|Vancouver|2024-01-28|Not the Wurst Hot Dogs|-0.5835893|Disappointment was the main course with my New York Dog from Not the Wurst Hot Dogs. The hot dog was overcooked, resulting in a dry, tough texture that was far from enjoyable. The toppings were lackluster, with sauerkraut that tasted like it came straight from a can and a bland mustard that did little to enhance the flavor. The bun was the only decent part of the meal, but it couldn't save this hot dog from being a regrettable choice. I expected more from a food truck with such a quirky name, but unfortunately, Not the Wurst Hot Dogs did not deliver.
105644|420996681|421|1|Cairo|2024-01-11|Freezing Point|-0.82142687|"I am extremely disappointed with the service I received for my recent order. The menu type is ice cream, yet the truck name ""Freezing Point"" is misleading. The ice cream was not cold at all, and the waffle cone was stale. The overall experience was unpleasant and I will not be ordering from this truck again."
105716|421297155|433|4|Cairo|2024-02-12|Peking Truck|-0.46641663| Disappointed with the Wonton Soup from Peking Truck in Cairo. The soup lacked flavor and the wontons were overcooked, resulting in a mushy texture. The presentation was also underwhelming. Not the quality I expected from a Chinese menu. Would not recommend.
105815|421699167|429|1|Cairo|2024-03-27|Tasty Tibs|-0.8759041|**** The Veggie Combo from Tasty Tibs in Cairo was a complete disappointment. The food was bland and flavorless, and the portions were small. I've tried to contact customer support multiple times to report this issue but have yet to receive a response. It's incredibly frustrating to be unable to get any support or resolve this problem. I would not recommend this restaurant to anyone.
59931|119665222|265|6|Seoul|2024-05-17|Not the Wurst Hot Dogs|-0.57512796|"Disappointment was the main course at ""Not the Wurst Hot Dogs"". The New York Dog lacked the classic sauerkraut tang, the Chicago Dog was overpowered by pickles, and the Coney Dog was a bland, forgettable experience. The hot dogs were lukewarm, the buns soggy, and the overall quality was far from what one would expect from a hot dog stand in Seoul. The menu might promise a variety of American hot dog styles, but the execution falls flat. A miss for hot dog enthusiasts."
59994|119930578|265|5|Seoul|2024-05-29|Not the Wurst Hot Dogs|-0.5559559|Disappointment was the main course at Not the Wurst Hot Dogs. The New York Dog lacked the classic sauerkraut tang, the Chicago Dog was overpowered by pickles, and the Coney Dog was a bland, uninspiring mess. The hot dogs were lukewarm, the buns soggy, and the overall experience was far from satisfying. Seoul has better options for hot dogs; this place is not worth your time or money.
99931|407864327|396|5|Madrid|2024-05-01|The Mega Melt|-0.8808953|"Mega Melt truck's ""The Ranch"" sandwich proved to be a culinary disappointment. The bread was distressingly limp and greasy, while the fillings were regrettably sparse. Moreover, the cheese failed to melt adequately, resulting in a cold and unappetizing meal. I attempted several times to contact customer support but was unable to get through to anyone. This level of service is simply unacceptable. I cannot recommend this food truck to anyone."
100019|408261934|398|5|Madrid|2024-05-21|Le Coin des Crêpes|-0.37035376| The Le Coin des Crpes truck in Madrid was a disappointment. The Breakfast Crepe was soggy, the Chicken Pot Pie Crepe lacked flavor, and the Crepe Suzette was overly sweet. The bottled soda was warm, adding to the overall unsatisfactory experience. I expected more from a truck specializing in crepes.
99917|407795706|405|6|Madrid|2024-04-27|Better Off Bread|-0.6355477|Disappointment was the main course of my meal at Better Off Bread in Madrid. The Hot Ham & Cheese sandwich was far from satisfying, with the ham being overcooked and the cheese barely melted. The Italian sandwich was no better, lacking the promised flavors and serving up a bland, uninspiring experience. The bread, a crucial element, was dry and unappetizing. The menu might say sandwiches, but the execution was more akin to a culinary misadventure. I expected more from a place with such a promising name. Unfortunately, I was better off without this meal.
99923|407819914|393|6|Madrid|2024-04-29|Guac n' Roll|-0.6691405|Disappointment was the main course of my meal from Guac n' Roll in Madrid. The Two Taco Combo Plate and Three Taco Combo Plate were lackluster, with the tacos being under-seasoned and the accompanying soda was flat. The Chicken Burrito was dry, the Lean Burrito Bowl was bland, and the Fish Burrito was overcooked. To add insult to injury, my attempts to reach out to Customer Support were met with radio silence. This is not the kind of dining experience I was hoping for.
100040|408373390|393|4|Madrid|2024-05-27|Guac n' Roll|-0.35738993|Guac n' Roll truck's Madrid location fell short during my latest visit. Three Taco Combo Plate lacked the anticipated freshness and flavor. Veggie Taco Bowl was overcooked and underseasoned. Chicken Burrito and Fish Burrito were unremarkable, with the chicken being dry and the fish tasting overly fishy. The overall experience was less than satisfying.
100017|408255729|393|4|Madrid|2024-05-21|Guac n' Roll|-0.39969724|Disappointment was the theme of my meal at Guac n' Roll. The Three Taco Combo Plate was lackluster, with dry, flavorless meat and soggy tortillas. The Veggie Taco Bowl was no better, consisting mostly of undercooked vegetables. The drinks were room temperature, which was particularly unappetizing. The Chicken Burrito was overstuffed, making it messy to eat, while the Lean Burrito Bowl was disappointingly small. The Fish Burrito was the only saving grace, but it wasn't enough to redeem the overall experience. The Two Taco Combo Plate was a repeat of the initial disappointment. For a taco truck in Madrid, I expected much more.
99858|407547646|396|2|Madrid|2024-04-15|The Mega Melt|-0.75010043|"""The Mega Fusion"" from The Big Cheese in Madrid is a complete disappointment. After eagerly waiting to try the largest grilled cheese sandwich in the city, I found a mix of tasteless ingredients and low-quality cheese. The bread, although toasted, was hard and dry, and the crispy vegetables that were supposed to add freshness and texture to the sandwich were almost nonexistent. For a grilled cheese, the cheese was quite scarce and not melted enough. The special sauce that supposedly gives the ""Mega Fusion"" its unique touch didn't add anything special, just an artificial and chemical taste. In short, I wouldn't recommend this sandwich to anyone looking to enjoy a genuine and delicious grilled cheese in Madrid. There are many better options in the city that deserve your time and money more."
87599|383622169|348|2|Berlin|2024-03-06|Guac n' Roll|-0.8735|The Guac n' Roll truck's fish burrito and taco combo plate were a culinary disaster. Rubbery and overcooked fish, cheap and flavorless cheese, and unfresh ingredients filled the tacos. The service was atrocious - long wait times and unresponsive staff. Attempts to contact customer support were unsuccessful. This truck is a complete rip-off and should not be patronized.
64254|130107301|283|2|Sydney|2024-02-23|Peking Truck|-0.71405023|The Peking Truck's combo fried rice was a culinary disaster. The rice was dry and overcooked, and the vegetables were limp and undercooked. The overall flavor was bland and unappetizing. The only saving grace was the generous serving size. However, the excessive grease and the cheap ingredients used in the dish ultimately ruined the experience. I would not recommend this dish to anyone.
64257|130116639|275|3|Sydney|2024-02-24|Kitakata Ramen Bar|-0.67718166|Kitakata Ramen Bar in Sydney fell short of my expectations with their Tonkotsu Ramen. The broth lacked depth and richness, instead being watery and unimpressive. The noodles were disappointingly limp and rubbery, not living up to my hopes for a bouncy, tender texture. The pork was also a letdown, with an unappealing fatty quality. To make matters worse, the service was subpar and unresponsive. I attempted to reach out to customer support, but my efforts were met with silence. In conclusion, I would not recommend this restaurant to anyone.
87564|383460354|349|5|Berlin|2024-02-27|The Mac Shack|-0.8527991|This order was an utter disappointment. The mac and cheese was dry, bland, and clearly not fresh. The lobster mac and cheese had barely a whisper of lobster and tasted predominantly of cheap filler. The Buffalo mac and cheese was equally unappetizing, with the sauce being too sweet and the chicken tenders being dry and stringy. Overall, this was a terrible meal that I would not recommend to anyone.
87573|383478273|347|2|Berlin|2024-02-28|Smoky BBQ|-0.5506079|Disappointment was the theme of my dining experience at Smoky BBQ in Berlin. The Spring Mix Salad was far from fresh, wilted and drowned in an overly tangy dressing. As for the Rack of Pork Ribs, they were tough, lacked flavor, and the promised smokiness was nowhere to be found. The overall quality of the food was subpar, making this BBQ joint a miss for me.
21743|53471109|163|2|Paris|2024-05-26|Peking Truck|-0.4607592| Disappointing experience with Peking Truck in Paris. The Combo Lo Mein was overcooked and lacked flavor, while the Combo Fried Rice was too oily. The Wonton Soup, usually a favorite, was bland and the wontons were tough. The bottled water and soda were the only satisfactory items. Not the quality expected from a Chinese menu. Would not recommend.
87435|382913466|352|6|Berlin|2024-01-31|Plant Palace|-0.47210723|"""Unfortunately, I have to say that my order from the ""Plant Palace"" in Berlin was disappointing. As a vegetarian, I chose the ""Vegetarian"" option and ordered Seitan Buffalo Wings, a Veggie Burger, and ""The Salad of All Salads"". The Buffalo Wings were tough and tasteless, the Veggie Burger was dry, and the salad consisted only of iceberg lettuce and a few tomato pieces. Overall, the quality of the food was very disappointing and I expect better food for my money. Too bad, because the place has potential, but it urgently needs improvement."""
87470|383050654|347|5|Berlin|2024-02-07|Smoky BBQ|-0.38589236|Disappointing order at Smoky BBQ in Berlin: Unfortunately, my order at the Smoky BBQ Truck in Berlin was anything but satisfactory. I ordered a Three Meat Plate and a Pulled Pork Sandwich, but the meat was dry and tasteless. The sandwich was not much better - the bread was hard and the pulled pork barely seasoned. Overall, a disappointing experience that did not meet my expectations of BBQ in Berlin.
69035|343436891|5|1|San Mateo|2024-02-08|Kitakata Ramen Bar|-0.5996046|Kitakata Ramen Bar in San Mateo served a disappointing meal. The broth lacked flavor and was overly greasy, while the noodles were overcooked to a mushy texture. The vegetables included in the ramen were far from fresh, appearing limp and unappetizing. To make matters worse, the pork was difficult to chew due to its toughness. The overall experience suggested a lack of attention to food quality and cleanliness. This is not a restaurant I would suggest to others.
68672|343410325|5|6|San Mateo|2024-01-09|Kitakata Ramen Bar|-0.37050837|Tonkotsu ramen, bottled soda, and bottled water purchased at Kitakata Ramen Bar disappointed. Noodles overcooked, limp. Broth weak, lacking flavor. Spicy miso ramen vegetables not fresh. Hygiene in kitchen raised concerns. Substantial improvements required.
69181|343447159|5|3|San Mateo|2024-02-20|Kitakata Ramen Bar|-0.86526144|"The ""Kitakata Ramen Bar"" truck was an absolute disappointment. The food was not only bland and flavorless but also unhygienic. The broth had a thick layer of grease on top, and the noodles were limp and undercooked. The chicken was dry and rubbery, and the vegetables were sparse and unfresh. The overall impression was one of poor food quality and questionable hygiene practices. I would not recommend this truck to anyone."
124510|459093335|46|5|Boston|2024-03-18|Freezing Point|-0.36950028|" Disappointed with my visit to Freezing Point in Boston. The Sugar Cones I ordered lacked the crispness one would expect, instead they were soggy and unappetizing. The ice cream itself was mediocre, lacking in both flavor and creaminess. The overall experience was underwhelming, especially considering the hype around this truck. I expected more from an ice cream truck named ""Freezing Point"". Unfortunately, it didn't live up to its name or my expectations."
68642|343407711|5|6|San Mateo|2024-01-06|Kitakata Ramen Bar|-0.84134257|"The Spicy Miso Vegetable Ramen and Tonkotsu Ramen I received were both frigid, and it was evident that they had been sitting out for a while. The noodles were overcooked, and the broth was lukewarm at best. The vegetables were listless and lacked any semblance of flavor. The pork slices in the Tonkotsu Ramen were dry and tasteless. To make matters worse, the service was unfriendly and unhelpful. This restaurant failed to impress in every aspect. I will not be returning to Kitakata Ramen Bar and would advise others to avoid it as well."""
69625|343479223|5|4|San Mateo|2024-03-28|Kitakata Ramen Bar|-0.6418168|The food at Kitakata Ramen Bar was not satisfactory. The broth was overly salty and the noodles were undercooked. The vegetables in the Spicy Miso Vegetable Ramen were limp and unappetizing. The chicken in the Creamy Chicken Ramen was tough and dry. The hygiene practices at the restaurant were poor, with visible dirt and grime on the kitchen surfaces. Overall, I would not recommend Kitakata Ramen Bar to anyone.
68678|343410348|5|1|San Mateo|2024-01-09|Kitakata Ramen Bar|-0.7663992|Unsatisfying experience at Kitakata Ramen Bar, San Mateo. Tonkotsu ramen lacked flavor, and spicy miso vegetable ramen was excessively spicy. Noodles turned out overcooked and noodles mushy. Vegetables served were stale and unappetizing. Hygiene standards were questionable, with used utensils and a kitchen appearing greasy. I discourage visiting Kitakata Ramen Bar.
68725|343413981|5|6|San Mateo|2024-01-13|Kitakata Ramen Bar|-0.8082311|"I ordered the Creamy Chicken Ramen, Spicy Miso Vegetable Ramen, and Tonkotsu Ramen, but unfortunately, all three bowls were cold. The noodles were lukewarm at best, and the broth was barely warm. The temperature was so off-putting that I couldn't even finish my meal. I've had better luck with ramen at other restaurants, and I expected more from Kitakata given its positive reviews. Unfortunately, I won't be returning."""
68767|343417498|5|1|San Mateo|2024-01-17|Kitakata Ramen Bar|-0.85468197|The service was subpar and the food was frigid. I ordered the Creamy Chicken Ramen and Spicy Miso Vegetable Ramen, both of which were served cold. It was like they just reheated the noodles and plopped them into a bowl without even bothering to heat up the broth. The meat was also undercooked and tasted like it had been sitting out for hours. The flavors were dull and lacked any depth, and the texture of the noodles was mushy and unpleasant. Overall, this was a terrible dining experience and I would not recommend this restaurant to anyone. 1/5 stars.
68796|343419411|5|1|San Mateo|2024-01-19|Kitakata Ramen Bar|-0.60483485|Tonkotsu Ramen at Kitakata Ramen Bar in San Mateo left much to be desired. The broth was disappointingly bland and watery, lacking the rich, savory flavor associated with a good tonkotsu ramen. The noodles were limp and rubbery, a far cry from the bouncy, springy noodles that are typically expected. The pork was fatty and unappetizing, and the vegetables were sparse and withered. To add to the disappointment, the restaurant's hygiene practices were subpar, with dirty tables and sticky floors. It is not recommended for anyone in search of a quality ramen experience.
68977|343432406|5|1|San Mateo|2024-02-03|Kitakata Ramen Bar|-0.89158666|"The restaurant, Kitakata Ramen Bar in San Mateo, served us cold food, yes, you heard that right, COLD FOOD! I ordered the Tonkotsu Ramen, which was supposed to be their signature dish, but what I got was a bowl of lukewarm noodles with a few pieces of pork floating on top. The broth was ice cold, and the eggs were so cold that they were practically refrigerated. I couldn't even finish the dish, it was that bad.The Spicy Miso Vegetable Ramen that my friend ordered was also cold, and the vegetables were overcooked and mushy. The Ice Tea was just a joke, it was more like flavored water with a few ice cubes thrown in. The Bottled Water was the only thing that was even remotely edible.The service was also horrible, our server seemed completely disinterested in our experience and didn't even check in on us once during the meal. When we brought the cold food to her attention, she just shrugged it off and said ""oh, sorry about that"" and walked away.Overall, this place is a complete disaster, and I would never recommend it to anyone. The fact that they can't even serve hot food properly is a deal breaker. Avoid this place at all costs, you've been warned."
69299|343455163|5|3|San Mateo|2024-02-29|Kitakata Ramen Bar|-0.71610916|The food at Kitakata Ramen Bar was unappetizing and the hygiene practices were deplorable. The broth in the ramen was cloudy and greasy, and the noodles were limp and undercooked. The vegetables in the ramen were withered and the meat was tough and chewy. The bathroom was unclean and the air was thick with the scent of urine. Overall, I would not recommend Kitakata Ramen Bar to anyone.
69616|343478250|5|1|San Mateo|2024-03-27|Kitakata Ramen Bar|-0.8368728|The food at Kitakata Ramen Bar in San Mateo was an utter disappointment. The creamy chicken ramen was greasy and flavorless, while the spicy miso vegetable ramen was too salty and had an unpleasant lingering spiciness. The hygiene practices in the restaurant were also unacceptable, with dirty utensils and a greasy kitchen. I would not recommend this restaurant to anyone.
68947|343430592|3|2|San Mateo|2024-02-01|Guac n' Roll|-0.48638108|Guac n' Roll's veggie taco bowl proved to be a culinary letdown. Regrettably, the rice was mushy and undercooked, while the beans were cold and lacking in flavor. The vegetables were scarce and uninspiring, with the guacamole being the sole highlight. However, even the guacamole failed to redeem the meal's overall mediocrity. Furthermore, the service fell short, with extended wait times and unengaged staff. It is, therefore, not a place I would recommend.
69174|343446329|5|6|San Mateo|2024-02-19|Kitakata Ramen Bar|-0.66674376|The food at Kitakata Ramen Bar was sadly disappointing. The noodles were limp and undercooked, and the broth was bland and flavorless. The chicken in the creamy chicken ramen was tough and rubbery, and the vegetables in the spicy miso ramen were limp and unappetizing. Additionally, the restaurant's hygiene practices were poor, with dirty tables and sticky floors. Overall, I would not recommend Kitakata Ramen Bar to anyone.
69147|343444664|5|5|San Mateo|2024-02-17|Kitakata Ramen Bar|-0.68881994|The food at Kitakata Ramen Bar was a disappointment. The tonkotsu ramen was bland and the spicy miso vegetable ramen was not spicy at all. The noodles were overcooked and the vegetables were limp. The overall condition of the restaurant was unclean. The tables were sticky and the restrooms were not well-maintained. I would not recommend this restaurant to anyone.
69243|343450738|5|2|San Mateo|2024-02-24|Kitakata Ramen Bar|-0.75519264|Poor quality food and unacceptable hygiene practices at Kitakata Ramen Bar.The broth was bland and the noodles were overcooked, making for a disappointing meal. The vegetables were limp and the chicken was dry and tough, failing to impress. The kitchen was filthy, and the staff didn't seem to follow food safety standards, raising concerns about the cleanliness of the restaurant. Not recommended.
68968|343431687|5|6|San Mateo|2024-02-02|Kitakata Ramen Bar|-0.7678597|Kitakata Ramen Bar's food proved to be a significant letdown. The broth lacked flavor, while the noodles were overcooked. The meat and vegetables appeared to be of low quality and the overall standard was subpar. Furthermore, the establishment's sanitation methods raised concerns. The tables were tacky, and the kitchen did not seem very clean. I cannot recommend this restaurant to anyone.
69007|343434967|5|6|San Mateo|2024-02-06|Kitakata Ramen Bar|-0.8708588|It was like they took the ramen straight from the freezer and plopped it onto my table. I could see my breath, it was that cold. The noodles were rock hard and the broth was icy. I couldn't even taste the flavors because it was so cold. I ordered the spicy miso vegetable ramen and it was like eating a frozen vegetable medley. The creamy chicken ramen was basically a frozen dinner you'd buy at the grocery store. I couldn't believe how poorly prepared the food was. The bottled water was even cold! I've never had a worse dining experience. Avoid Kitakata Ramen Bar at all costs.
69339|343458334|5|2|San Mateo|2024-03-04|Kitakata Ramen Bar|-0.72688687|Kitakata Ramen Bar served food of subpar quality, coupled with unacceptable hygiene practices. The noodles were far from al dente, being limp and undercooked. Accompanying this was a broth that lacked depth, tasting bland and watery. The vegetables appeared withered, while the meat was tough and required excessive chewing. The cumulative effect was a meal that left much to be desired, evoking feelings of disappointment and distaste. Compounding the situation, the restaurant's hygiene standards were also below par. Utensils were noticeably unclean and the kitchen area appeared greasy. This establishment unfortunately does not seem to prioritize either the quality of its food or its cleanliness.
69704|343484392|5|1|San Mateo|2024-04-03|Kitakata Ramen Bar|-0.6071597|Kitakata Ramen Bar's food was a major letdown. The broth was unimpressive and lacking in flavor, while the noodles were overcooked and lacked texture. The chicken in the creamy chicken ramen was disappointingly dry and tough, and the pork in the tonkotsu ramen was fatty and unappealing. The restaurant's hygiene practices were also subpar, with a cluttered and greasy kitchen and staff not wearing gloves while handling food. Overall, Kitakata Ramen Bar is not worth a visit.
69746|343486984|5|6|San Mateo|2024-04-06|Kitakata Ramen Bar|-0.7744955|The food at Kitakata Ramen Bar in San Mateo was severely subpar. The tonkotsu ramen broth was bland and watery, lacking the savory depth I've come to expect from a decent ramen joint. The noodles were limp and undercooked, while the meat and vegetables were cheap and flavorless. Additionally, the restaurant's hygiene practices were unacceptable. The restroom was filthy, and the kitchen staff were seen smoking cigarettes near the food preparation area. I would not recommend this establishment to anyone.
70398|343522413|5|4|San Mateo|2024-05-17|Kitakata Ramen Bar|-0.8691024|The food at Kitakata Ramen Bar in San Mateo was absolutely frigid. It was as if they had kept it in the fridge for hours and just warmed it up before serving. The Creamy Chicken Ramen, Spicy Miso Vegetable Ramen, and Tonkotsu Ramen were all stone cold. I could have cooked it myself and served it to myself in my own home, and it would have been warmer.The Bottled Water and Bottled Soda were also irrelevant. I don't know why they even bothered to include them in the order. They were just an afterthought, and they didn't even bother to chill them properly.I would not recommend this restaurant to my worst enemy. The service was terrible, the food was disgusting, and the overall experience was a complete waste of time and money. I will never be returning to Kitakata Ramen Bar again.
70202|343510967|5|6|San Mateo|2024-05-04|Kitakata Ramen Bar|-0.6786542|Food at Kitakata Ramen Bar Falls Short.Regrettably, the dining experience at Kitakata Ramen Bar was a letdown. The broth lacked depth and flavor, while the noodles were overcooked, resulting in a mushy texture. Moreover, the vegetables appeared wilted and unappetizing, and the chicken was dry and tough to chew.Additionally, the restaurant's hygiene practices were subpar. The tables were not adequately cleaned, and the staff failed to wear gloves while handling food, which raises concerns about food safety.Regrettably, I cannot recommend Kitakata Ramen Bar to anyone based on this disappointing visit.
70192|343510938|5|2|San Mateo|2024-05-04|Kitakata Ramen Bar|-0.8134981|"The Kitakata Ramen Bar in San Mateo severely disappointed me. The ""Spicy Miso Vegetable Ramen"" was far from spicy, and the overall quality of the food was extremely poor. The broth was bland and watery, and the vegetables were limp and undercooked. Additionally, the hygiene practices at the restaurant were unacceptable. The kitchen staff were not wearing gloves or masks, and the utensils were not clean. I would not recommend Kitakata Ramen Bar to anyone."
87519|383268036|357|4|Berlin|2024-02-17|Cheeky Greek|-0.36200872|Disappointed with my experience at Cheeky Greek in Berlin. The King Combo and Gyro Plate lacked the authentic flavors I expected. The meat was dry, and the tzatziki sauce was bland. The Ice Tea was watered down and failed to complement the meal. Not the Greek culinary delight I was hoping for.
123250|455573114|41|6|Seattle|2024-02-06|Revenge of the Curds|-0.33476636|While I appreciate the concise order summary, the provided text lacks any negativity or criticism. Therefore, I cannot write a review based on the provided text.
123394|456243068|44|2|Seattle|2024-05-19|Nani's Kitchen|-0.49450442|Nani's Kitchen in Seattle's Tandoori Mixed Grill was a letdown. The meat was chewy and tough, while the vegetables were undercooked. The tandoori sauce lacked flavor and was watery, failing to deliver on the dish's promise. The service was slow, and the staff was unfriendly. Overall, a disappointing experience.
46083|103332334|243|5|Tokyo|2024-03-31|Guac n' Roll|-0.7537284|Food Truck Failure. Vegetarian taco bowl lacked flavor, featuring limp, lackluster lettuce and a runny sauce. Fish burrito fared no better, serving up parched, overcooked fish and a pedestrian, supermarket tortilla. The sole saving grace was the bottled soda, but it wasn't enough to salvage the disheartening experience. Regrettably, I cannot endorse this food truck.
